LNR,RESPONSE
12596,0.3511911437076876
12603,0.3362362260833637
12608,0.38989364365201046
12633,0.3957946202072614
12637,0.3888711651644801
21484,0.33519548992314485
21184,0.3362362260833637
21247,0.3362738380850384
20991,0.3511911437076876
21018,0.3886919411825944
21019,0.38989364365201046
21047,0.33531053829674423
21054,0.33531053829674423
21374,0.38978611750991227
21392,0.3362738380850384
21713,0.3352097946562842
22019,0.3346484170913477
22025,0.38989364365201046
21722,0.3891868483824497
21728,0.3352097946562842
22039,0.33519548992314485
22044,0.3511911437076876
61900,0.38989364365201046
62548,0.38978611750991227
63176,0.3886919411825944
64473,0.38989364365201046
64779,0.38989364365201046
64780,0.3352097946562842
64784,0.35014314176417605
65105,0.33519548992314485
65431,0.38978611750991227
65433,0.38989364365201046
66055,0.33531053829674423
66071,0.33519548992314485
61280,0.38978611750991227
61281,0.38989364365201046
61284,0.3957946202072614
61597,0.33531053829674423
61606,0.34946713044305827
62235,0.38989364365201046
62240,0.3957946202072614
62241,0.38683841206835407
62555,0.38989364365201046
62557,0.334133140888162
62565,0.33716942772159136
62566,0.38989364365201046
63515,0.3362738380850384
63524,0.38989364365201046
64797,0.39590272847489233
65116,0.33519548992314485
75249,0.3886919411825944
75253,0.38989364365201046
75575,0.33519548992314485
76212,0.3886919411825944
71422,0.33531053829674423
72059,0.3886919411825944
72060,0.38989364365201046
72383,0.3361415901800171
72386,0.38879935780328057
72700,0.38978611750991227
72715,0.33557319980128475
73028,0.38982620168308507
73346,0.3363371221359816
73658,0.38907939285604864
73662,0.38989364365201046
73666,0.3351579376289846
73668,0.3351579376289846
73985,0.39078044320438454
74299,0.3352097946562842
74310,0.3886366472641445
74312,0.38879935780328057
74619,0.38989364365201046
74620,0.33531053829674423
74627,0.3352097946562842
74938,0.33531053829674423
74952,0.3886919411825944
75911,0.33531053829674423
75913,0.3957946202072614
76221,0.33531053829674423
76227,0.38879935780328057
71448,0.39502843923466496
15887,0.38907939285604864
15498,0.38978611750991227
15504,0.38978611750991227
15507,0.3363371221359816
15521,0.38879935780328057
24403,0.33531053829674423
24100,0.3886919411825944
24436,0.3906728291011546
24440,0.3886919411825944
24442,0.33519548992314485
24148,0.3886919411825944
24149,0.33531053829674423
24155,0.33531053829674423
24458,0.3363371221359816
24169,0.38978611750991227
24477,0.39078044320438454
24479,0.33531053829674423
24486,0.38978611750991227
24190,0.38978611750991227
24515,0.38978611750991227
24214,0.3879859390119636
25183,0.33519548992314485
25207,0.33531053829674423
24889,0.38978611750991227
24890,0.3886919411825944
25226,0.3342337236352809
25232,0.334133140888162
25244,0.34946713044305827
25339,0.3886919411825944
25355,0.38989364365201046
24958,0.3886366472641445
25277,0.38989364365201046
25286,0.38978611750991227
24988,0.33519548992314485
25298,0.33531053829674423
25309,0.38989364365201046
25315,0.3352097946562842
25014,0.33519548992314485
25322,0.3511911437076876
25333,0.38978611750991227
25025,0.3352586735440455
24726,0.38989364365201046
24735,0.33519548992314485
25055,0.3886919411825944
25056,0.38978611750991227
24746,0.38989364365201046
25061,0.3352097946562842
25067,0.35129415231495925
25074,0.35129415231495925
24773,0.33716942772159136
25080,0.33519548992314485
25086,0.38978611750991227
25088,0.38978611750991227
24777,0.39508405486847586
24796,0.38989364365201046
25104,0.33531053829674423
24806,0.33531053829674423
25118,0.33706840879964617
24822,0.33519548992314485
82811,0.38978611750991227
83449,0.38989364365201046
83459,0.33519548992314485
83770,0.33519548992314485
84091,0.33531053829674423
84096,0.3886919411825944
84737,0.3886919411825944
85048,0.33519548992314485
85049,0.38978611750991227
85051,0.38978611750991227
85369,0.34946713044305827
85374,0.3363371221359816
85380,0.35129415231495925
82190,0.33531053829674423
82505,0.3351579376289846
82515,0.3362362260833637
82517,0.38982620168308507
82821,0.3351579376289846
83140,0.3351579376289846
788,0.34836868055697234
1102,0.3352097946562842
1109,0.3886919411825944
821,0.33531053829674423
829,0.38978611750991227
837,0.3886919411825944
845,0.3352586735440455
1163,0.38989364365201046
861,0.33519548992314485
899,0.38879935780328057
1207,0.38989364365201046
906,0.3363371221359816
1221,0.38989364365201046
1545,0.39508405486847586
1546,0.38989364365201046
1555,0.38978611750991227
1556,0.38982620168308507
1879,0.38683841206835407
1885,0.3886919411825944
1593,0.3352097946562842
1902,0.3891868483824497
1611,0.33531053829674423
1921,0.39463889025569066
1927,0.3886919411825944
1651,0.3957946202072614
1978,0.38978611750991227
1718,0.3886919411825944
1722,0.3362362260833637
1734,0.3879859390119636
41705,0.38989364365201046
41711,0.33519548992314485
41712,0.3360783242889593
42029,0.38989364365201046
42347,0.3363371221359816
42352,0.38907939285604864
42353,0.33531053829674423
42671,0.3886919411825944
42987,0.3886919411825944
43310,0.3957946202072614
43627,0.3361415901800171
43629,0.35129415231495925
43945,0.334133140888162
43953,0.38907939285604864
43954,0.38989364365201046
43961,0.3891868483824497
44280,0.35014314176417605
44917,0.3886919411825944
44924,0.3886919411825944
44927,0.38879935780328057
45244,0.33531053829674423
45570,0.3885692842464631
45584,0.3509915433153117
41721,0.33531053829674423
41739,0.33519548992314485
42054,0.3886919411825944
42369,0.38809328439086316
42689,0.38978611750991227
43019,0.38978611750991227
43331,0.38989364365201046
51328,0.38874405832145836
51644,0.38978611750991227
51653,0.3886919411825944
51969,0.38978611750991227
52308,0.38989364365201046
52310,0.38978611750991227
52626,0.38989364365201046
52638,0.39597499781071654
52940,0.38809328439086316
52954,0.38989364365201046
55194,0.3351579376289846
55196,0.3361415901800171
55526,0.33519548992314485
55847,0.39590272847489233
55848,0.33519548992314485
51024,0.33519548992314485
51031,0.3879859390119636
51342,0.38978611750991227
51348,0.3363371221359816
51666,0.38989364365201046
51674,0.35129415231495925
51680,0.38879935780328057
52331,0.38907939285604864
53302,0.33519548992314485
82163,0.38989364365201046
82481,0.38879935780328057
82498,0.3363371221359816
55852,0.33519548992314485
55858,0.3895777527834308
55859,0.33531053829674423
51037,0.33519548992314485
51039,0.3886919411825944
51683,0.38978611750991227
51685,0.3363371221359816
51695,0.3362362260833637
51702,0.38879935780328057
52343,0.3886919411825944
52353,0.33519548992314485
53314,0.33519548992314485
53322,0.334133140888162
53950,0.38978611750991227
54597,0.3879859390119636
54925,0.3361415901800171
55245,0.38907939285604864
55558,0.3352586735440455
55882,0.3886919411825944
51384,0.38879935780328057
51703,0.38989364365201046
51706,0.3957946202072614
51711,0.38989364365201046
52041,0.3352097946562842
52047,0.38978611750991227
52369,0.35014314176417605
52689,0.38978611750991227
53331,0.3895777527834308
53341,0.3351579376289846
63455,0.38989364365201046
63780,0.33531053829674423
63783,0.33519548992314485
64096,0.3879859390119636
64104,0.3352473498308679
64109,0.38978611750991227
64422,0.38978611750991227
65391,0.33519548992314485
65705,0.3957946202072614
65709,0.3352097946562842
61568,0.334133140888162
62203,0.3362738380850384
62850,0.3886919411825944
62851,0.38978611750991227
63164,0.3886366472641445
63491,0.3886919411825944
63796,0.38978611750991227
63799,0.38989364365201046
63802,0.39590272847489233
63812,0.3342337236352809
64127,0.33531053829674423
64449,0.38978611750991227
64771,0.3886919411825944
65082,0.33519548992314485
65399,0.3363371221359816
66039,0.33519548992314485
66048,0.3361415901800171
71758,0.38978611750991227
72077,0.33519548992314485
72087,0.33519548992314485
72405,0.3886919411825944
72723,0.38907939285604864
72735,0.38978611750991227
73046,0.3363371221359816
73682,0.3363371221359816
73694,0.3886919411825944
73696,0.3879859390119636
74317,0.38989364365201046
74974,0.3362738380850384
75286,0.39590272847489233
75605,0.3352473498308679
75612,0.33519548992314485
75929,0.334133140888162
76239,0.38978611750991227
71471,0.3879859390119636
71776,0.34946713044305827
71779,0.33519548992314485
72112,0.3352097946562842
72417,0.33716942772159136
72420,0.3886919411825944
72425,0.38989364365201046
73073,0.3879859390119636
73393,0.3363371221359816
73714,0.33531053829674423
74337,0.38879935780328057
74347,0.3886919411825944
74354,0.38879935780328057
74666,0.3363371221359816
74667,0.33519548992314485
74990,0.38879935780328057
75949,0.3886919411825944
75952,0.3886919411825944
71486,0.38989364365201046
71805,0.38989364365201046
71813,0.38978611750991227
72130,0.38809328439086316
72437,0.38907939285604864
82469,0.33519548992314485
82788,0.38989364365201046
82793,0.33519548992314485
83111,0.3342337236352809
83113,0.33531053829674423
83420,0.38989364365201046
83425,0.38982620168308507
83428,0.33519548992314485
83433,0.3886919411825944
83759,0.3886919411825944
84381,0.38879935780328057
84709,0.38982620168308507
85024,0.38989364365201046
85026,0.33598880247886503
85671,0.38978611750991227
35158,0.38989364365201046
34851,0.33531053829674423
34853,0.38989364365201046
34859,0.3886919411825944
35162,0.38978611750991227
35165,0.33519548992314485
34865,0.39508405486847586
34877,0.3879859390119636
34898,0.33531053829674423
35203,0.3886919411825944
34902,0.38989364365201046
34907,0.3352097946562842
34930,0.38989364365201046
34939,0.3957946202072614
35249,0.38978611750991227
35561,0.3511911437076876
35568,0.33519548992314485
35572,0.3957946202072614
35574,0.334133140888162
35575,0.38879935780328057
35889,0.33519548992314485
35583,0.3363371221359816
35587,0.39590272847489233
35597,0.38901200192755997
35900,0.3352097946562842
35602,0.3891868483824497
35606,0.38989364365201046
35922,0.3886919411825944
35936,0.3886919411825944
41020,0.38978611750991227
41028,0.38989364365201046
41344,0.33604072308368493
41666,0.3351579376289846
42319,0.38989364365201046
42634,0.3352586735440455
42944,0.3875436483767658
42952,0.33531053829674423
42954,0.33454777225829657
43274,0.3886919411825944
43582,0.33519548992314485
43590,0.38989364365201046
43594,0.39078044320438454
43909,0.3879859390119636
43917,0.38978611750991227
44561,0.3886919411825944
45202,0.3886919411825944
45210,0.3352097946562842
41684,0.3886366472641445
41691,0.3362362260833637
42333,0.38989364365201046
42660,0.3886919411825944
42963,0.3500901911325303
42979,0.35014314176417605
43287,0.3352473498308679
44582,0.33519548992314485
45233,0.38879935780328057
45544,0.38989364365201046
45550,0.33531053829674423
40729,0.3363371221359816
41379,0.3352586735440455
41395,0.3879859390119636
4332,0.3970040207818371
4346,0.3886919411825944
4044,0.38989364365201046
5031,0.3957946202072614
5033,0.3346484170913477
5057,0.38989364365201046
4737,0.33716942772159136
5067,0.38989364365201046
4757,0.3363371221359816
4758,0.33519548992314485
4762,0.3906728291011546
4780,0.33519548992314485
5183,0.3363371221359816
5191,0.38996552416828784
5198,0.33519548992314485
4802,0.33716942772159136
5126,0.33519548992314485
5132,0.3891868483824497
4830,0.38978611750991227
5154,0.3968958093666459
4854,0.33519548992314485
4861,0.3886919411825944
5180,0.38879935780328057
4574,0.3886919411825944
4896,0.38978611750991227
4592,0.38879935780328057
4599,0.3352097946562842
4914,0.38879935780328057
4604,0.3957946202072614
4932,0.38873198451536317
4623,0.38978611750991227
4633,0.39078044320438454
4636,0.33531053829674423
4944,0.3970040207818371
4949,0.3342337236352809
4644,0.33519548992314485
4977,0.38989364365201046
4674,0.33519548992314485
4986,0.38982620168308507
4683,0.3360783242889593
4686,0.33531053829674423
4691,0.3957946202072614
4700,0.3886919411825944
5018,0.34946713044305827
5341,0.35129415231495925
5646,0.38989364365201046
5647,0.33519548992314485
5649,0.33604072308368493
5661,0.3886919411825944
5671,0.38989364365201046
5677,0.38978611750991227
5375,0.35129415231495925
5396,0.3351579376289846
5410,0.3886919411825944
5411,0.3957946202072614
5714,0.3886919411825944
5427,0.3351466156028288
5436,0.3352473498308679
5725,0.38978611750991227
5733,0.38978611750991227
5454,0.39078044320438454
10241,0.3346484170913477
10566,0.3886919411825944
10579,0.35014314176417605
929,0.38978611750991227
935,0.38879935780328057
1261,0.33531053829674423
951,0.3886919411825944
952,0.33519548992314485
955,0.387930681792742
1295,0.39078044320438454
966,0.33531053829674423
974,0.38879935780328057
1305,0.3886919411825944
995,0.38989364365201046
998,0.3886919411825944
1403,0.38978611750991227
1001,0.38978611750991227
1009,0.3895777527834308
1338,0.38989364365201046
1029,0.33519548992314485
1053,0.3968958093666459
1062,0.35014314176417605
1067,0.3886919411825944
1071,0.3970040207818371
9957,0.38978611750991227
9960,0.38978611750991227
9671,0.33519548992314485
9680,0.38978611750991227
9982,0.38978611750991227
9700,0.3875436483767658
9712,0.334133140888162
10023,0.38907939285604864
10042,0.3511911437076876
10043,0.38982620168308507
10048,0.38978611750991227
10049,0.3352097946562842
10054,0.39508405486847586
10057,0.3342337236352809
10388,0.3352097946562842
10396,0.33531053829674423
10700,0.38978611750991227
10716,0.33519548992314485
10418,0.3968958093666459
10730,0.38989364365201046
10733,0.38907939285604864
10429,0.38978611750991227
10844,0.3352097946562842
10856,0.33531053829674423
10448,0.3352473498308679
10451,0.3351579376289846
10458,0.3886919411825944
10743,0.33531053829674423
10753,0.39508405486847586
10756,0.3886919411825944
10465,0.38989364365201046
10488,0.38996552416828784
10490,0.3879859390119636
10495,0.33519548992314485
10510,0.38978611750991227
10818,0.38989364365201046
10531,0.33531053829674423
10823,0.3886919411825944
10544,0.38989364365201046
10553,0.38879935780328057
31437,0.33531053829674423
31442,0.3957946202072614
31451,0.3879859390119636
31453,0.38989364365201046
31143,0.3879859390119636
31146,0.33531053829674423
31149,0.33519548992314485
31460,0.3352473498308679
31466,0.38907939285604864
31472,0.33519548992314485
31788,0.3352097946562842
32113,0.33519548992314485
31807,0.3906728291011546
32122,0.3886919411825944
32127,0.35129415231495925
31820,0.3362738380850384
31832,0.33519548992314485
32267,0.38978611750991227
31860,0.38978611750991227
31873,0.3886919411825944
32168,0.38907939285604864
32177,0.33519548992314485
31882,0.3351579376289846
31896,0.38978611750991227
31910,0.3886919411825944
32211,0.38989364365201046
32232,0.38989364365201046
31943,0.33519548992314485
31950,0.38879935780328057
32243,0.38989364365201046
31966,0.38989364365201046
31976,0.38989364365201046
31666,0.350617117726267
31674,0.38989364365201046
31989,0.38978611750991227
31990,0.3957946202072614
31991,0.3362362260833637
31997,0.33531053829674423
31692,0.33519548992314485
31719,0.3363371221359816
31723,0.38989364365201046
32039,0.3879859390119636
32042,0.35014314176417605
31739,0.33519548992314485
32061,0.3363371221359816
32062,0.3886919411825944
44333,0.3886919411825944
44656,0.38873198451536317
44658,0.3342337236352809
44976,0.3363371221359816
44990,0.33519548992314485
45312,0.38989364365201046
45644,0.3362738380850384
41146,0.33519548992314485
41459,0.38978611750991227
41462,0.3886366472641445
41787,0.38978611750991227
42422,0.3886919411825944
42743,0.3363371221359816
43076,0.3352097946562842
44350,0.38978611750991227
44353,0.3362738380850384
44356,0.38862457467309525
25163,0.33519548992314485
25490,0.3896178292104444
25811,0.33519548992314485
25501,0.3342337236352809
25502,0.33531053829674423
25505,0.35014314176417605
25835,0.3896852581527413
25966,0.35129415231495925
25973,0.3360783242889593
25570,0.3961845633866069
25862,0.33531053829674423
25871,0.33531053829674423
25877,0.395738969985068
34738,0.3511911437076876
34445,0.38989364365201046
34447,0.34946713044305827
34754,0.3351579376289846
34764,0.38989364365201046
34772,0.38683841206835407
34775,0.3363371221359816
34484,0.3968958093666459
34180,0.3886919411825944
34199,0.334133140888162
34527,0.33519548992314485
34226,0.3886919411825944
34555,0.3891868483824497
34243,0.3875436483767658
34252,0.35014314176417605
34267,0.33531053829674423
34276,0.3886919411825944
34584,0.3879859390119636
34283,0.33519548992314485
34290,0.38879935780328057
34291,0.38978611750991227
34295,0.38978611750991227
34599,0.3886919411825944
34603,0.38989364365201046
35267,0.3351579376289846
35270,0.3886919411825944
35279,0.3886919411825944
35300,0.3886919411825944
34981,0.3886919411825944
35338,0.38978611750991227
35425,0.38809328439086316
35426,0.334133140888162
35432,0.38989364365201046
35022,0.38989364365201046
35347,0.38989364365201046
35062,0.38989364365201046
35072,0.3886919411825944
35104,0.38978611750991227
35106,0.3351579376289846
35114,0.3886919411825944
35131,0.38879935780328057
21744,0.3967943065921132
21754,0.3362362260833637
21784,0.39463889025569066
22088,0.3361415901800171
22095,0.3970040207818371
21806,0.3886919411825944
21811,0.3361415901800171
22099,0.38978611750991227
22104,0.38989364365201046
21819,0.33519548992314485
21822,0.3352097946562842
21834,0.3363371221359816
21858,0.38989364365201046
21862,0.38989364365201046
21875,0.3879859390119636
22163,0.35024600891881247
21909,0.33531053829674423
21910,0.35129415231495925
21913,0.38907939285604864
21650,0.3352097946562842
21966,0.3886919411825944
21977,0.33519548992314485
21662,0.3363371221359816
21665,0.33531053829674423
21668,0.35014314176417605
21683,0.3886919411825944
21697,0.3886919411825944
22665,0.3886919411825944
31548,0.33716942772159136
31553,0.33454777225829657
31555,0.33716942772159136
31232,0.33716942772159136
31647,0.3363371221359816
31243,0.3879859390119636
31266,0.3886366472641445
31274,0.38989364365201046
31590,0.38907939285604864
31294,0.35014314176417605
31296,0.38978611750991227
31600,0.3886919411825944
31314,0.33531053829674423
31358,0.3891868483824497
31369,0.334133140888162
31376,0.3363371221359816
31070,0.3879859390119636
31382,0.38978611750991227
31385,0.3352473498308679
31393,0.3957946202072614
31086,0.3886919411825944
31114,0.3957946202072614
12861,0.3352473498308679
13182,0.33519548992314485
13185,0.33531053829674423
13190,0.3352473498308679
13194,0.39078044320438454
13536,0.33519548992314485
13542,0.3886366472641445
13559,0.38879935780328057
13600,0.38978611750991227
13608,0.38978611750991227
13922,0.3879859390119636
13934,0.334133140888162
13634,0.33531053829674423
13948,0.38907939285604864
13961,0.38989364365201046
13973,0.3889785997987018
13976,0.3970040207818371
13987,0.3361415901800171
13989,0.3361415901800171
13993,0.35129415231495925
13685,0.38907939285604864
13397,0.3511911437076876
13714,0.33531053829674423
13408,0.3886919411825944
13416,0.38989364365201046
13734,0.3351579376289846
13429,0.33519548992314485
13743,0.38989364365201046
13745,0.38907939285604864
13440,0.38989364365201046
13455,0.3951920959959516
13461,0.33519548992314485
13469,0.38989364365201046
13780,0.38978611750991227
13483,0.33531053829674423
13486,0.3352473498308679
13805,0.38978611750991227
13503,0.3886919411825944
13821,0.3886919411825944
14154,0.3886919411825944
14463,0.38907939285604864
14464,0.38978611750991227
14467,0.33531053829674423
14484,0.3886919411825944
14494,0.3342337236352809
14182,0.38989364365201046
14513,0.38996552416828784
14517,0.33519548992314485
14200,0.35129415231495925
14230,0.33519548992314485
14533,0.3371060666133997
14536,0.3875436483767658
14245,0.38978611750991227
14246,0.3886919411825944
14260,0.33531053829674423
14263,0.39078044320438454
14571,0.33519548992314485
14574,0.33519548992314485
14278,0.3352586735440455
14279,0.38907939285604864
14585,0.3886919411825944
14589,0.38989364365201046
14590,0.3886919411825944
3494,0.334133140888162
3497,0.3886919411825944
3824,0.3962927083053131
3839,0.33519548992314485
3513,0.38879935780328057
3937,0.3962248783037904
3532,0.3363371221359816
3533,0.38978611750991227
3537,0.38989364365201046
3848,0.33519548992314485
3543,0.38996552416828784
3549,0.38862457467309525
3553,0.3966861147343422
3871,0.3886919411825944
3880,0.334133140888162
3568,0.38989364365201046
3573,0.3886919411825944
3898,0.38879935780328057
3585,0.3875436483767658
3591,0.33519548992314485
3313,0.3886919411825944
3628,0.3351579376289846
3356,0.38989364365201046
3666,0.3362738380850384
3390,0.38978611750991227
3704,0.3363371221359816
3719,0.3363371221359816
3406,0.33519548992314485
3722,0.38978611750991227
3438,0.38978611750991227
3743,0.3363371221359816
3751,0.33454777225829657
4386,0.38879935780328057
4081,0.3957946202072614
4084,0.33531053829674423
4086,0.38978611750991227
4407,0.33519548992314485
4420,0.33519548992314485
4106,0.3886919411825944
4108,0.38683841206835407
4113,0.38978611750991227
4114,0.3886919411825944
4429,0.3511911437076876
4433,0.38978611750991227
4124,0.3886919411825944
4145,0.38989364365201046
4465,0.33519548992314485
4218,0.33454777225829657
4504,0.39508405486847586
4520,0.33519548992314485
4523,0.3886919411825944
4249,0.3352097946562842
3946,0.3340700627852159
3950,0.38989364365201046
4293,0.38978611750991227
5752,0.33519548992314485
5470,0.3891868483824497
5775,0.3957946202072614
5777,0.33531053829674423
5492,0.3363371221359816
5494,0.38978611750991227
5495,0.3511911437076876
5788,0.38989364365201046
5793,0.33519548992314485
14054,0.38989364365201046
14057,0.334133140888162
14398,0.3352097946562842
14416,0.3886919411825944
14098,0.38978611750991227
14100,0.33519548992314485
14103,0.38978611750991227
14106,0.33531053829674423
14421,0.33519548992314485
14426,0.38989364365201046
14430,0.3351579376289846
14128,0.33716942772159136
14130,0.3879859390119636
15110,0.38989364365201046
14789,0.3352586735440455
14793,0.3360783242889593
15120,0.33531053829674423
15128,0.3363371221359816
15138,0.39508405486847586
14849,0.3362362260833637
14853,0.35014314176417605
14859,0.3352473498308679
15199,0.38989364365201046
14903,0.3879859390119636
14929,0.34941422707463626
14935,0.38989364365201046
15253,0.3352473498308679
14937,0.33531053829674423
14949,0.3352586735440455
14951,0.38879935780328057
14676,0.33519548992314485
15000,0.38978611750991227
15014,0.3363371221359816
14712,0.3886919411825944
15022,0.3353146927728474
15037,0.3342337236352809
15041,0.3362362260833637
14753,0.3363371221359816
15062,0.3875436483767658
15072,0.3352473498308679
14772,0.3891868483824497
14775,0.33604072308368493
15736,0.3352097946562842
15421,0.3951920959959516
15424,0.38978611750991227
15437,0.334133140888162
15752,0.38978611750991227
15755,0.33519548992314485
2158,0.3363371221359816
2160,0.38989364365201046
2161,0.33531053829674423
2490,0.33519548992314485
2493,0.3879859390119636
2497,0.38978611750991227
3120,0.33531053829674423
3123,0.3970040207818371
2830,0.33519548992314485
3145,0.38978611750991227
2871,0.39463889025569066
3282,0.38978611750991227
3288,0.33454777225829657
2883,0.3879859390119636
3187,0.334133140888162
2904,0.38989364365201046
2909,0.3490437071182174
3205,0.33519548992314485
3234,0.38989364365201046
3244,0.3352473498308679
3245,0.3879859390119636
3248,0.38989364365201046
2960,0.33519548992314485
2964,0.3886919411825944
3260,0.3957946202072614
3275,0.38989364365201046
3279,0.38978611750991227
2984,0.3886919411825944
2987,0.38978611750991227
2992,0.38989364365201046
2708,0.3879859390119636
2718,0.38989364365201046
3022,0.38989364365201046
3036,0.3362738380850384
2720,0.3886919411825944
2735,0.3352473498308679
3053,0.33531053829674423
3060,0.33519548992314485
3071,0.38978611750991227
3760,0.334133140888162
12309,0.3363371221359816
12322,0.38879935780328057
12352,0.38978611750991227
12692,0.3363371221359816
12382,0.33519548992314485
12703,0.3363371221359816
12710,0.33531053829674423
12727,0.3352586735440455
12428,0.38978611750991227
12444,0.3361415901800171
12447,0.38978611750991227
12451,0.38989364365201046
77557,0.33531053829674423
78505,0.33519548992314485
78821,0.3352097946562842
79784,0.3352097946562842
80100,0.38879935780328057
80423,0.3363371221359816
80437,0.38989364365201046
80750,0.38879935780328057
81060,0.38879935780328057
81068,0.3363371221359816
81075,0.3512295433897167
81381,0.33519548992314485
76604,0.35129415231495925
77252,0.3363371221359816
77562,0.3886366472641445
78212,0.3886919411825944
78214,0.39078044320438454
78518,0.3495699058270405
78520,0.39078044320438454
78521,0.38989364365201046
78857,0.38978611750991227
79163,0.3886919411825944
79803,0.3351466156028288
80123,0.3351466156028288
80136,0.38982620168308507
80138,0.35014314176417605
80450,0.33604072308368493
80454,0.3362738380850384
80455,0.38989364365201046
80457,0.38989364365201046
81401,0.39508405486847586
2266,0.3363371221359816
2595,0.3351579376289846
2289,0.3957946202072614
2609,0.3363371221359816
2611,0.33519548992314485
2613,0.3511911437076876
2616,0.33531053829674423
2628,0.3886919411825944
2654,0.3352097946562842
2346,0.3957946202072614
2356,0.38978611750991227
2057,0.33519548992314485
2364,0.38978611750991227
2372,0.38989364365201046
2083,0.33519548992314485
2115,0.33531053829674423
2116,0.38989364365201046
2117,0.38978611750991227
2442,0.3886919411825944
2454,0.3957946202072614
2147,0.3362362260833637
71153,0.38989364365201046
66365,0.38989364365201046
66998,0.3970040207818371
67003,0.3352473498308679
67007,0.38989364365201046
67012,0.3966861147343422
67317,0.38879935780328057
57463,0.34946713044305827
58098,0.38907939285604864
58105,0.3352473498308679
58414,0.3886919411825944
58420,0.38989364365201046
58746,0.33519548992314485
59061,0.33519548992314485
59068,0.38978611750991227
59375,0.33519548992314485
59376,0.3505142003749291
59387,0.3886919411825944
59700,0.33519548992314485
60026,0.38978611750991227
60028,0.38989364365201046
60348,0.33531053829674423
60655,0.3511265434730503
60657,0.33519548992314485
60973,0.38989364365201046
56201,0.38978611750991227
56525,0.35014314176417605
56837,0.33531053829674423
56843,0.3362362260833637
56845,0.3957946202072614
57164,0.33519548992314485
57805,0.38879935780328057
57806,0.3352097946562842
57808,0.38978611750991227
58111,0.38989364365201046
58436,0.38978611750991227
58447,0.3352097946562842
58751,0.38971868225960415
59073,0.38907939285604864
59396,0.3891868483824497
59405,0.33519548992314485
59716,0.3352586735440455
60037,0.3879859390119636
60045,0.33519548992314485
60357,0.3363371221359816
60363,0.35129415231495925
60672,0.39078044320438454
60684,0.33519548992314485
60687,0.38989364365201046
61006,0.33531053829674423
56220,0.38978611750991227
56222,0.3951920959959516
56539,0.3352097946562842
56540,0.3970040207818371
56548,0.3363371221359816
57497,0.3886919411825944
57509,0.33519548992314485
57821,0.38907939285604864
58135,0.33617295140035974
58458,0.33519548992314485
58790,0.3886919411825944
59424,0.33531053829674423
59425,0.38989364365201046
65474,0.3505142003749291
65484,0.33531053829674423
65797,0.34946713044305827
65810,0.3879859390119636
65812,0.3886919411825944
70503,0.33519548992314485
70505,0.35014314176417605
70825,0.38978611750991227
70831,0.38978611750991227
70832,0.3886919411825944
32454,0.38978611750991227
32781,0.38989364365201046
32789,0.38879935780328057
32812,0.33531053829674423
32506,0.3957946202072614
32512,0.38989364365201046
32844,0.38982620168308507
32845,0.38978611750991227
32852,0.38989364365201046
32875,0.33531053829674423
32897,0.33519548992314485
32585,0.3886919411825944
32279,0.38809328439086316
32600,0.3511911437076876
32610,0.33531053829674423
32615,0.33519548992314485
32635,0.3886919411825944
32638,0.38982620168308507
32340,0.3886919411825944
32345,0.3363371221359816
